SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),226 FAIRMOUNT Ave,Newark City,NJ,07103-2455,429000,8,3,Newark City,2500,2613,2019,88,172,,Active,,,http://www.redfin.com/NJ/Newark/226-Fairmount-Ave-07103/home/36233780,GSMLS,3681865,N,Y,40.7395526,-74.1947051
MLS Listing,,Multi-Family (2-4 Unit),90 HIGHLAND Ave,Newark City,NJ,07104-1107,325000,4,3,Newark City,,2613,1897,89,,,Active,,,http://www.redfin.com/NJ/Newark/90-Highland-Ave-07104/home/36239931,GSMLS,3681707,N,Y,40.759924,-74.1785611
MLS Listing,,Multi-Family (2-4 Unit),155 Brookwood St,East Orange,NJ,7018,400000,6,3,East Orange,,3925,,90,,,Active,,,http://www.redfin.com/NJ/East-Orange/155-Brookwood-St-07018/home/36149956,NJMLS,20050164,N,Y,40.7475507,-74.2256591
MLS Listing,,Multi-Family (2-4 Unit),114 ORATON St,Newark City,NJ,07104-4108,425000,4,3,Newark City,19998,1306,1882,90,21,,Active,,,http://www.redfin.com/NJ/Newark/114-Oraton-St-07104/home/36246059,GSMLS,3681459,N,Y,40.7695117,-74.1616474
MLS Listing,,Multi-Family (2-4 Unit),116 ORATON St,Newark City,NJ,07104-4108,425000,4,3,Newark City,19998,1306,1882,90,21,,Active,,,http://www.redfin.com/NJ/Newark/116-Oraton-St-07104/home/36246031,GSMLS,3681456,N,Y,40.7696356,-74.1616359
MLS Listing,,Multi-Family (2-4 Unit),174 Pacific St,Newark,NJ,7105,369000,4,2,Newark,,2030,,92,,,Active,,,http://www.redfin.com/NJ/Newark/174-Pacific-St-07105/home/36253249,NJMLS,20049912,N,Y,40.721674,-74.16822
MLS Listing,,Multi-Family (2-4 Unit),18 Huntington Ter,Newark,NJ,7112,549000,9,5,Newark,,3498,,92,,,Active,,,http://www.redfin.com/NJ/Newark/18-Huntington-Ter-07112/home/36282936,NJMLS,20049908,N,Y,40.7167946,-74.2076835
MLS Listing,,Condo/Co-op,201 Dey St #166,Harrison,NJ,7029,380000,2,2,Harrison,,,,92,,,Active,,,http://www.redfin.com/NJ/Harrison/201-Dey-St-07029/unit-166/home/36430501,NJMLS,20049905,N,Y,40.7438508,-74.1640441
MLS Listing,,Multi-Family (2-4 Unit),19 Huntington Ter,Newark,NJ,7112,549000,9,5,Newark,,3498,,92,,,Active,,,http://www.redfin.com/NJ/Newark/19-Huntington-Ter-07112/home/36282902,NJMLS,20049901,N,Y,40.7169746,-74.2081421
MLS Listing,,Condo/Co-op,54-56 ORIENTAL St #2,Newark City,NJ,07104-4027,199900,2,2,Newark City,,1742,1920,92,,,Active,,,http://www.redfin.com/NJ/Newark/54-56-Oriental-St-07104/unit-2/home/56012253,GSMLS,3681113,N,Y,40.7601515,-74.1672878
MLS Listing,,Multi-Family (2-4 Unit),99 Cutler St,Newark,NJ,7104,330000,5,3,Newark,,1742,,92,,,Active,,,http://www.redfin.com/NJ/Newark/99-Cutler-St-07104/home/36238069,NJMLS,20049812,N,Y,40.7546793,-74.1747542
MLS Listing,,Single Family Residential,778 S 16TH St,Newark City,NJ,07103-1430,265000,5,2,Newark City,,2613,1955,92,,,Active,,,http://www.redfin.com/NJ/Newark/778-S-16th-St-07103/home/36271845,GSMLS,3681050,N,Y,40.7284192,-74.2108821
MLS Listing,,Single Family Residential,62 Mountain View Ave,Newark,NJ,7106,230000,4,2,Newark,,3912,,92,,,Active,,,http://www.redfin.com/NJ/Newark/62-Mountainview-Ave-07106/home/36303907,NJMLS,20049799,N,Y,40.746763,-74.2208352
MLS Listing,,Multi-Family (2-4 Unit),192 Renner Ave,Newark,NJ,7112,450000,7,4,Newark,,2500,,93,,,Active,,,http://www.redfin.com/NJ/Newark/192-Renner-Ave-07112/home/36074061,NJMLS,20049722,N,Y,40.7117897,-74.2075459
MLS Listing,,Condo/Co-op,308-310 PASSAIC Ave,Harrison Town,NJ,7029,256000,2,2,Harrison Town,935,871,1900,93,274,342,Active,,,http://www.redfin.com/NJ/Harrison/308-Passaic-Ave-07029/home/148313567,GSMLS,3680855,N,Y,40.7483029,-74.1643243
MLS Listing,,Condo/Co-op,63-69 ROME St,Newark City,NJ,07105-3405,229900,2,1,Newark City,1137,10454,1990,94,202,240,Active,,,http://www.redfin.com/NJ/Newark/63-Rome-St-07105/home/51591678,GSMLS,3680754,N,Y,40.7231042,-74.1468194
MLS Listing,,Single Family Residential,1-9 Pomona Ave,Newark,NJ,7112,140000,2,1,Newark,,832,,95,,,Active,,,http://www.redfin.com/NJ/Newark/1-Pomona-Ave-07112/unit-3B/home/167071925,NJMLS,20049572,N,Y,40.7063344,-74.2098089
MLS Listing,,Single Family Residential,5 POMONA AVE 1A,Newark City,NJ,07112-2313,140000,2,1,Newark City,,871,2006,95,,200,Active,,,http://www.redfin.com/NJ/Newark/5-Pomona-Ave-07112/unit-5F/home/36070349,GSMLS,3680740,N,Y,40.7047776,-74.2074678
MLS Listing,,Multi-Family (2-4 Unit),911 S 18th St,Newark,NJ,7108,449000,9,6,Newark,,3302,,98,,,Active,,,http://www.redfin.com/NJ/Newark/911-S-18th-St-07108/home/36277411,NJMLS,20049363,N,Y,40.7245446,-74.2147456
MLS Listing,,Single Family Residential,49-51 Girard Pl,Newark,NJ,7108,450000,5,3.5,Newark,,6046,,98,,,Active,,,http://www.redfin.com/NJ/Newark/49-Girard-Pl-07108/home/36280416,NJMLS,20049354,N,Y,40.721499,-74.213206
MLS Listing,,Multi-Family (2-4 Unit),118 ORATON St,Newark City,NJ,07104-4108,550000,4,2.5,Newark City,19998,1306,2020,99,28,,Active,,,http://www.redfin.com/NJ/Newark/118-Oraton-St-07104/home/165674729,GSMLS,3680302,N,Y,40.7696349,-74.1616071
MLS Listing,,Multi-Family (2-4 Unit),473 S 14th St,Newark,NJ,7103,365000,7,3,Newark,,2770,,99,,,Active,,,http://www.redfin.com/NJ/Newark/473-S-14th-St-07103/home/36236312,NJMLS,20049245,N,Y,40.7388844,-74.2053906
MLS Listing,,Multi-Family (2-4 Unit),59 N 5TH St,Newark City,NJ,07107-2905,349995,9,3,Newark City,1998,3484,,99,175,,Active,,,http://www.redfin.com/NJ/Newark/59-N-5th-St-07107/home/174323052,GSMLS,3680196,N,Y,40.7497899,-74.1908527
MLS Listing,,Vacant Land,478 Halsted St,East Orange,NJ,7018,99000,,,East Orange,,,,99,,,Active,,,http://www.redfin.com/NJ/East-Orange/478-Halsted-St-07018/home/165652670,NJMLS,20049200,N,Y,40.7511531,-74.2260287
